Date,Open,High,Low,Close,Adj Close,Volume
2014-11-03,27.055,27.575001,27.002501,27.35,24.654938,209130400
2014-11-04,27.34,27.372499,26.93,27.15,24.474644,166297600
2014-11-05,27.275,27.325001,27.032499,27.215,24.533237,149743600
2014-11-06,27.15,27.1975,26.950001,27.174999,24.603399,139874000
2014-11-07,27.1875,27.33,27.137501,27.252501,24.673573,134766000
2014-11-10,27.254999,27.3325,27.1675,27.2075,24.632826,108782000
2014-11-11,27.174999,27.4375,27.1,27.424999,24.829741,109769200
2014-11-12,27.344999,27.8575,27.342501,27.8125,25.180569,187769600
2014-11-13,27.950001,28.362499,27.9,28.205,25.535927,238091600
2014-11-14,28.2875,28.547501,27.8025,28.545,25.843758,176254400
2014-11-17,28.567499,29.32,28.325001,28.497499,25.800749,186986800
2014-11-18,28.485001,28.922501,28.4725,28.8675,26.135736,176896000
2014-11-19,28.860001,28.934999,28.450001,28.6675,25.95466,167476800
2014-11-20,28.727501,29.215,28.7125,29.077499,26.325867,173582000
2014-11-21,29.377501,29.3925,29.0075,29.1175,26.362078,228717200
2014-11-24,29.2125,29.692499,29.155001,29.657499,26.850977,189803200
2014-11-25,29.7675,29.9375,29.362499,29.4,26.617844,275361600
2014-11-26,29.485001,29.775,29.4575,29.75,26.934723,163073200
2014-11-28,29.817499,29.85,29.512501,29.7325,26.91888,99257600
2014-12-01,29.702499,29.8125,27.817499,28.7675,26.045204,335256000
2014-12-02,28.375,28.9375,28.1875,28.657499,25.94561,237395600
2014-12-03,28.9375,29.0875,28.7775,28.9825,26.239853,172253600
2014-12-04,28.942499,29.299999,28.8225,28.872499,26.140266,168178000
2014-12-05,28.997499,29.02,28.66,28.75,26.029356,153275600
2014-12-08,28.525,28.6625,27.905001,28.1,25.440866,230659600
2014-12-09,27.547501,28.575001,27.3375,28.530001,25.830177,240832000
2014-12-10,28.602501,28.7125,27.885,27.987499,25.339001,178261200
2014-12-11,28.065001,28.450001,27.834999,27.905001,25.264322,165606800
2014-12-12,27.615,27.967501,27.395,27.432501,24.836536,224112400
2014-12-15,27.674999,27.9,26.5875,27.057501,24.497019,268872400
2014-12-16,26.592501,27.540001,26.565001,26.6875,24.162033,243162800
2014-12-17,26.780001,27.459999,26.705,27.352501,24.764107,213647200
2014-12-18,27.967501,28.1625,27.665001,28.1625,25.49745,236024800
2014-12-19,28.065001,28.309999,27.915001,27.945,25.300537,353719200
2014-12-22,28.040001,28.372499,27.9925,28.235001,25.563091,180670000
2014-12-23,28.307501,28.3325,28.115,28.135,25.472557,104113600
2014-12-24,28.145,28.1775,28.002501,28.002501,25.352594,57918400
2014-12-26,28.025,28.629999,28.002501,28.497499,25.800749,134884000
